SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_INVOICES,DUREE,KWH,CONSOMMATION
0433BR,2019-01-11,2019-11-30,1 891,"186,42",35,323,1891,5.854489164086687
0433BR,2019-01-12,2019-12-31,1 944,"191,01",35,353,1944,5.507082152974505
0433BR,2020-01-01,2020-01-31,1 939,"229,83",35,30,1939,64.63333333333334
0433BR,2020-01-02,2020-02-29,1 822,"217,31",35,58,1822,31.413793103448278
0433BR,2020-01-03,2020-03-31,1 973,"232,11",35,88,1973,22.420454545454547
0433BR,2020-01-04,2020-04-30,1 922,"226,66",35,117,1922,16.427350427350426
0433BR,2020-01-05,2020-05-31,1 981,"232,92",35,147,1981,13.476190476190476
0433BR,2020-01-06,2020-06-30,1 952,"229,75",35,176,1952,11.090909090909092
0433BR,2020-01-07,2020-07-31,2 072,"242,32",35,206,2072,10.058252427184467
0433BR,2020-01-08,2020-08-31,2 107,"245,92",35,236,2107,8.927966101694915
0433BR,2020-01-09,2020-09-30,1 634,"195,12",35,265,1634,6.166037735849057
0433BR,2020-01-10,2020-10-31,1 485,"179,03",35,295,1485,5.033898305084746
0433BR,2020-01-11,2020-11-30,1 377,"167,78",35,324,1377,4.25
0434BR,2018-01-01,2018-10-16,7 088,"991,33",3,288,7088,24.61111111111111
0434BR,2018-10-17,2018-12-31,4 397,"527,74",3,75,4397,58.626666666666665
0434BR,2019-01-01,2019-12-31,11 441,"1 489,41",3,364,0,0.0
0435BR,2018-05-28,2018-12-31,12 141,"1 460,12",2,217,0,0.0
0435BR,2019-01-01,2019-12-31,24 294,"2 806,43",2,364,0,0.0
0436BR,2018-01-01,2018-01-31,1 063,"119,82",35,30,1063,35.43333333333333
0436BR,2018-01-02,2018-02-28,986,"112,76",35,57,96,1.6842105263157894
0436BR,2018-01-03,2018-03-31,1 072,"120,66",35,87,1072,12.32183908045977
0436BR,2018-01-04,2018-04-30,1 044,"117,88",35,116,1044,9.0
0436BR,2018-01-05,2018-05-31,1 103,"122,77",35,146,1103,7.554794520547945
0436BR,2018-01-06,2018-06-30,1 075,"120,07",35,175,1075,6.142857142857143
0436BR,2018-01-07,2018-07-31,1 123,"124,28",35,205,1123,5.478048780487805
0436BR,2018-01-08,2018-08-31,1 148,"126,09",35,235,1148,4.885106382978724
0436BR,2018-01-09,2018-09-30,1 034,"115,11",35,264,1034,3.9166666666666665
0436BR,2018-01-10,2018-10-31,984,"107,28",35,294,94,0.3197278911564626
0436BR,2018-01-11,2018-11-30,1 168,"123,04",35,323,1168,3.6160990712074303
0436BR,2018-01-12,2018-12-31,1 912,"186,74",35,353,1912,5.4164305949008495
0436BR,2019-01-01,2019-01-31,1 928,"207,81",35,30,1928,64.26666666666667
0436BR,2019-01-02,2019-02-28,1 761,"192,66",35,57,1761,30.894736842105264
0436BR,2019-01-03,2019-03-31,2 011,"219,14",35,87,2011,23.114942528735632
0436BR,2019-01-04,2019-04-30,1 955,"213,46",35,116,1955,16.853448275862068
0436BR,2019-01-05,2019-05-31,2 036,"224,54",35,146,2036,13.945205479452055
0436BR,2019-01-06,2019-06-30,2 107,"237,11",35,175,2107,12.04
0436BR,2019-01-07,2019-07-31,2 120,"238,47",35,205,2120,10.341463414634147
0436BR,2019-01-08,2019-08-31,2 175,"240,83",35,235,2175,9.25531914893617
0436BR,2019-01-09,2019-09-30,2 009,"225,00",35,264,2009,7.609848484848484
0436BR,2019-01-10,2019-10-31,2 065,"228,02",35,294,2065,7.023809523809524
0436BR,2019-01-11,2019-11-30,1 884,"206,47",35,323,1884,5.8328173374613
0436BR,2019-01-12,2019-12-31,1 929,"184,00",35,353,1929,5.4645892351274785
0436BR,2020-01-01,2020-01-31,1 917,"221,77",35,30,1917,63.9
0436BR,2020-01-02,2020-02-29,1 797,"209,31",35,58,1797,30.982758620689655
0436BR,2020-01-03,2020-03-31,1 936,"222,53",35,88,1936,22.0
0436BR,2020-01-04,2020-04-30,1 927,"221,60",35,117,1927,16.47008547008547
0436BR,2020-01-05,2020-05-31,2 000,"229,12",35,147,2000,13.605442176870747
0436BR,2020-01-06,2020-06-30,1 965,"227,91",35,176,1965,11.164772727272727
0436BR,2020-01-07,2020-07-31,2 065,"238,96",35,206,2065,10.024271844660195
0436BR,2020-01-08,2020-08-31,2 103,"274,35",35,236,2103,8.911016949152541
0436BR,2020-01-09,2020-09-30,1 614,"189,16",35,265,1614,6.090566037735849
0436BR,2020-01-10,2020-10-31,1 505,"177,94",35,295,1505,5.101694915254237
0436BR,2020-01-11,2020-11-30,1 450,"172,28",35,324,1450,4.4753086419753085
0437BR,2018-01-01,2018-01-31,1 689,"199,13",35,30,1689,56.3
0437BR,2018-01-02,2018-02-28,1 555,"183,92",35,57,1555,27.280701754385966
0437BR,2018-01-03,2018-03-31,1 702,"200,49",35,87,1702,19.563218390804597
0437BR,2018-01-04,2018-04-30,1 698,"198,12",35,116,1698,14.637931034482758
0437BR,2018-01-05,2018-05-31,1 842,"210,60",35,146,1842,12.616438356164384
0437BR,2018-01-06,2018-06-30,1 838,"208,61",35,175,1838,10.502857142857144
0437BR,2018-01-07,2018-07-31,1 921,"217,40",35,205,1921,9.370731707317074
0437BR,2018-01-08,2018-08-31,1 953,"220,28",35,235,1953,8.310638297872341
0437BR,2018-01-09,2018-09-30,1 757,"203,73",35,264,1757,6.65530303030303
0437BR,2018-01-10,2018-10-31,1 699,"201,13",35,294,1699,5.77891156462585
0437BR,2018-01-11,2018-11-30,1 636,"194,27",35,323,1636,5.065015479876161
0437BR,2018-01-12,2018-12-31,1 693,"200,66",35,353,1693,4.796033994334278
0437BR,2019-01-01,2019-01-31,1 708,"197,58",35,30,1708,56.93333333333333
0437BR,2019-01-02,2019-02-28,1 528,"177,99",35,57,1528,26.80701754385965
0437BR,2019-01-03,2019-03-31,1 687,"195,39",35,87,1687,19.39080459770115
0437BR,2019-01-04,2019-04-30,1 659,"191,58",35,116,1659,14.301724137931034
0437BR,2019-01-05,2019-05-31,1 725,"198,41",35,146,1725,11.815068493150685
0437BR,2019-01-06,2019-06-30,1 919,"212,33",35,175,1919,10.965714285714286
0437BR,2019-01-07,2019-07-31,1 905,"212,49",35,205,1905,9.292682926829269
0437BR,2019-01-08,2019-08-31,1 869,"209,92",35,235,1869,7.953191489361702
0437BR,2019-01-09,2019-09-30,1 686,"193,19",35,264,1686,6.386363636363637
0437BR,2019-01-10,2019-10-31,1 692,"195,52",35,294,1692,5.755102040816326
0437BR,2019-01-11,2019-11-30,1 634,"189,29",35,323,1634,5.0588235294117645
0437BR,2019-01-12,2019-12-31,1 684,"194,95",35,353,1684,4.770538243626063
0437BR,2020-01-01,2020-01-31,1 697,"231,14",35,30,1697,56.56666666666667
0437BR,2020-01-02,2020-02-29,1 623,"221,22",35,58,1623,27.982758620689655
0437BR,2020-01-03,2020-03-31,1 743,"235,90",35,88,1743,19.806818181818183
0437BR,2020-01-04,2020-04-30,1 703,"229,71",35,117,1703,14.555555555555555
0437BR,2020-01-05,2020-05-31,1 734,"233,72",35,147,1734,11.795918367346939
0437BR,2020-01-06,2020-06-30,1 787,"236,85",35,176,1787,10.153409090909092
0437BR,2020-01-07,2020-07-31,1 835,"244,44",35,206,1835,8.907766990291263
0437BR,2020-01-08,2020-08-31,1 937,"253,52",35,236,1937,8.207627118644067
0437BR,2020-01-09,2020-09-30,1 650,"220,92",35,265,1650,6.226415094339623
0437BR,2020-01-10,2020-10-31,1 495,"198,02",35,295,1495,5.067796610169491
0437BR,2020-01-11,2020-11-30,1 733,"215,65",35,324,1733,5.348765432098766
0438BR,2018-01-01,2018-12-31,9 916,"1 353,70",3,364,9916,27.24175824175824
0438BR,2019-01-01,2019-10-18,7 848,"1 057,32",3,290,7848,27.06206896551724
0438BR,2019-10-19,2019-12-31,2 038,"272,74",3,73,2038,27.91780821917808
0439BR,2018-01-01,2018-12-31,24 284,"2 855,71",3,364,0,0.0
0439BR,2019-01-01,2019-01-17,868,"103,45",3,16,88,5.5
0439BR,2019-01-18,2019-12-31,23 205,"2 680,36",3,347,0,0.0
0440BR,2018-01-01,2018-01-31,2 023,"242,74",35,30,2023,67.43333333333334
0440BR,2018-01-02,2018-02-28,1 837,"221,99",35,57,1837,32.228070175438596
0440BR,2018-01-03,2018-03-31,1 979,"238,15",35,87,1979,22.74712643678161
0440BR,2018-01-04,2018-04-30,1 966,"235,11",35,116,1966,16.948275862068964
0440BR,2018-01-05,2018-05-31,2 138,"252,09",35,146,2138,14.643835616438356
0440BR,2018-01-06,2018-06-30,2 123,"248,39",35,175,2123,12.131428571428572
0440BR,2018-01-07,2018-07-31,2 196,"256,49",35,205,2196,10.71219512195122
0440BR,2018-01-08,2018-08-31,2 205,"257,03",35,235,2205,9.382978723404255
0440BR,2018-01-09,2018-09-30,2 178,"253,00",35,264,2178,8.25
0440BR,2018-01-10,2018-10-31,2 826,"318,34",35,294,2826,9.612244897959183
0440BR,2018-01-11,2018-11-30,2 739,"308,86",35,323,2739,8.479876160990711
0440BR,2018-01-12,2018-12-31,2 844,"319,96",35,353,2844,8.056657223796034
0440BR,2019-01-01,2019-01-31,2 848,"312,72",35,30,2848,94.93333333333334
0440BR,2019-01-02,2019-02-28,2 545,"281,28",35,57,2545,44.64912280701754
0440BR,2019-01-03,2019-03-31,2 880,"315,95",35,87,2880,33.10344827586207
0440BR,2019-01-04,2019-04-30,2 775,"304,94",35,116,2775,23.92241379310345
0440BR,2019-01-05,2019-05-31,2 856,"310,45",35,146,2856,19.561643835616437
0440BR,2019-01-06,2019-06-30,1 037,"124,13",35,175,1037,5.925714285714286
0440BR,2019-01-07,2019-07-31,2 986,"326,32",35,205,2986,14.565853658536586
0440BR,2019-01-08,2019-08-31,3 035,"331,22",35,235,3035,12.914893617021276
0440BR,2019-01-09,2019-09-30,2 846,"311,63",35,264,2846,10.780303030303031
0440BR,2019-01-10,2019-10-31,2 929,"320,08",35,294,2929,9.962585034013605
0440BR,2019-01-11,2019-11-30,2 754,"301,86",35,323,2754,8.526315789473685
0440BR,2019-01-12,2019-12-31,2 833,"309,93",35,353,2833,8.025495750708215
0440BR,2020-01-01,2020-01-31,2 836,"368,21",35,30,2836,94.53333333333333
0440BR,2020-01-02,2020-02-29,2 657,"345,95",35,58,2657,45.810344827586206
0440BR,2020-01-03,2020-03-31,2 866,"370,03",35,88,2866,32.56818181818182
0440BR,2020-01-04,2020-04-30,2 786,"360,35",35,117,2786,23.811965811965813
0440BR,2020-01-05,2020-05-31,2 872,"370,74",35,147,2872,19.537414965986393
0440BR,2020-01-06,2020-06-30,2 799,"361,65",35,176,2799,15.903409090909092
0440BR,2020-01-07,2020-07-31,2 806,"362,40",35,206,2806,13.62135922330097
0440BR,2020-01-08,2020-08-31,2 472,"321,18",35,236,2472,10.474576271186441
0440BR,2020-01-09,2020-09-30,2 355,"306,69",35,265,2355,8.88679245283019
0440BR,2020-01-10,2020-10-31,2 413,"313,72",35,295,2413,8.179661016949153
0440BR,2020-01-11,2020-11-30,2 338,"304,40",35,324,2338,7.216049382716049
0441BR,2018-01-01,2018-01-31,871,"107,90",35,30,81,2.7
0441BR,2018-01-02,2018-02-28,796,"99,30",35,57,76,1.3333333333333333
0441BR,2018-01-03,2018-03-31,887,"109,43",35,87,87,1.0
0441BR,2018-01-04,2018-04-30,890,"108,45",35,116,80,0.6896551724137931
0441BR,2018-01-05,2018-05-31,949,"114,19",35,146,99,0.678082191780822
0441BR,2018-01-06,2018-06-30,949,"113,69",35,175,99,0.5657142857142857
0441BR,2018-01-07,2018-07-31,1 016,"120,68",35,205,1016,4.95609756097561
0441BR,2018-01-08,2018-08-31,1 034,"122,36",35,235,1034,4.4
0441BR,2018-01-09,2018-09-30,916,"111,64",35,264,96,0.36363636363636365
0441BR,2018-01-10,2018-10-31,904,"111,21",35,294,94,0.3197278911564626
0441BR,2018-01-11,2018-11-30,857,"106,46",35,323,87,0.2693498452012384
